,news
4247,"President on 6-day visit to Angola, Botswana, defence, trade, energy talks on agenda: MEA"
4248,"CAG to audit Railways multi-modal transport, logistics initiatives, suburban train system"
4249,"President Murmu to undertake 6-day visit to Angola, Botswana"
4250,Kerala voter list 2025: Step-by-step guide to check your name in the electoral roll of 2002 SIR
4251,Tripura finance minister on ‘pension dues’ of retired TTAADC workers: ‘Govt has no responsibility for employees hired by tribal council’
4252,Chhattisgarh train collision: Loco pilots’ union alleges factual error in initial probe report
4253,"Day after Haryana allegations, Rahul says BJP will try to steal votes in Bihar"
4254,"Tripura CM Manik Saha distributes skill development toolkits for Bru migrants, stresses self-respect and dignity"
4255,"Development vital, so is Dev Parampara: Himachal Pradesh Cabinet Minister Vikramaditya on infra projects"
4256,"Bihar Assembly Election 2025 Phase 1: Both NDA, Mahagathbandhan claim victory as state sees ‘highest-ever’ voter turnout"
4257,Tamil Nadu Voters List 2025: Step-by-step guide to check your name in the electoral roll of 2002/2005 SIR
4258,‘Surprise nakas’ among J-K police chief’s directives at high-level security meet in Srinagar
4259,"Rape accused tutor who jumped bail 24 years ago in Kerala tracked down to Chennai, arrested"
4260,"5 stories you must read today, November 6: From ED attaching assets of Suresh Raina and Shikhar Dhawan to Assam CIC’s resignation and more"
4261,"ED raids jailed ex-minister’s Kathua house, five other locations in J&K over narco-terror funding probe"
4262,"Video of prisoners dancing in Ranchi jail goes viral, 2 officials suspended"
4263,Indian Railways liquor carrying rules: Can you travel with alcohol bottles in trains?
4264,"ED attaches Suresh Raina, Shikhar Dhawan’s Rs 11.14 crore assets in betting app money laundering probe"
4265,"PM Modi in Varanasi, to flag off 4 new Vande Bharat trains today – Full list, routes"
4266,"Lucknow-Saharanpur Vande Bharat train: check route, travel time, stoppages, timings"
4267,"‘Insta reels are 21st century drugs, Modi gave you addiction’: Rahul Gandhi slams PM’s ‘cheap data’ remark"
4268,Varanasi to Khajuraho Vande Bharat: Here’s what makes UP’s new semi-high-speed train special
4269,"DMs can invoke National Security Act for next 3 months, Goa govt says, citing ‘prevailing circumstances’"
4270,ED summons Anil Ambani for questioning on November 14 in connection with money laundering probe
4271,"Assam Chief Information Commissioner, whose brother is accused in Zubeen death case, steps down citing ‘moral grounds’"
4272,Bihar Election Voter List 2025: How to find your polling station and download voter list using voter ID online
4273,"Gold Today Rate, November 6: Check 18, 22 and 24 carat gold prices Chennai, Mumbai, Delhi, Kolkata and other cities"
4274,Indian Navy to commission INS Ikshak in Kochi today: All about the indigenous survey vessel in 5 points
4275,"Emerging from shadow of tragedy, Vijay throws down gauntlet to DMK: ‘2026 contest only between two parties’"
4276,"News Today Live Updates, 6 November: No theft here: Names Rahul flagged have voted, with valid address and ID card"
4277,"Bihar Assembly Elections 2025 Bank Holiday: Are banks open or closed today, on Thursday, November 6? Check city-wise list"
4278,"In Kashmir, officials seek details, salary slips of journalists to create ‘verified’ list"
4279,"‘Blood on coach wall, people falling on each other’: Scenes from Chhattisgarh train crash"
4280,Climate Finance Report ahead of COP30: Plans on funding sought from developed nations
4281,"Opp’s Bihar defeat certain, looking for excuses: Rajnath Singh"
4282,3rd home for cheetahs coming but there’s a challenge: 25 tigers there
4283,"Two US courts halt his deportation, sister of Indian-origin man acquitted in 43-year-old murder case expresses relief"
4284,West Bengal SIR 2025 | SIR 2025 begins: Here’s what voters and BLOs need to know
4285,‘Everyone has liberty to do what they like’: Tripura CM Saha refuses to comment on ally TIPRA Motha’s new Northeast front
4286,Crew ‘failed to control train at danger signal’: Initial report into Bilaspur crash that killed 11
4287,‘Pro-Pakistan’ slogans flash on LED boards of shops in Goa; 9 detained
4288,Former J&K Congress chief accuses NC of ‘collusion’ with BJP in Rajya Sabha polls
4289,"Tripura CM Manik Saha urges doctors to upgrade skills, defends decision to lease out land to hospital group"
4290,"Jan Suraaj Munger candidate drops out day before polling, joins BJP"
4291,"‘Won’t tolerate if a Khan is imposed on Mumbai’: Ahead of mayoral polls, BJP leader’s warning after Mamdani’s NYC victory"
4292,"FATF report lauds ED for role in asset recovery, highlights PMLA, Fugitive Economic Offenders Act"
4293,Vande Bharat Sleeper train: Second rake hits 180 kmph speed during trial run in Kota Division
4294,"5 stories you must read today, November 5: From Indian Heaven Premier League falling apart to Louisville Airport crash and more"
4295,"Ernakulam-Bengaluru Vande Bharat train to cut travel time to just 9 hours – check route, stoppages"
4296,"Centre’s panel recommends uniform penalty for violations of Van Adhiniyam, 1980"
4297,"Assam BJP’s most high-profile loss is regional party’s gain: Rajen Gohain, who belonged to faction at odds with Himanta’s, joins Asom Jatiya Parishad"
4298,‘Bid to divert attention from impending loss in Bihar polls’: BJP slams Rahul Gandhi’s Haryana voter fraud claims
4299,WhatsApp message helped identify toddler who survived Chhattisgarh train crash
4300,"Don’t drag armed forces into politics, it has only one religion of ‘sainya dharma’: Rajnath Singh hits back at Rahul Gandhi"
4301,"Behind claim that Haryana election ‘stolen’, Rahul points to 5 ‘methods’"
4302,"Mirzapur accident: Train operations normalised on Delhi-Howrah route, Railways issues safety advisory"
4303,"‘Brazilian model voted as Seema, Sweety, Saraswati in Haryana’: Rahul Gandhi’s ‘H-files exposé’"
4304,Northern Railway suspends platform ticket sales at 4 stations till November 11 – Full list
4305,"15 years after her husband went to Bahrain and broke contact with family, Telangana woman gets news of his death"
4306,"‘Narendra shown living in House No. 0’: Rahul Gandhi rubbishes EC’s claim, shares Congress ‘probe’ findings"
4307,Passengers became first responders in Bilaspur train crash; toll at 11
4308,"Rahul Gandhi press conference LIVE updates: EC, BJP hit back at LoP; ‘why were objections not raised’, asks poll official"
4309,"Gold Today Rate, November 5: Check 18, 22 and 24 carat gold prices Chennai, Mumbai, Delhi, Kolkata and other cities"
4310,"Hyderabad truck driver was not drunk, but caused accident: Police"
4311,Paratrooper injured in encounter with terrorists in Kishtwar
4312,"Over its 100 years, RSS created ‘divine stream’ of harmony, self-pride in India: CM Dhami in Uttarakhand Assembly"
4313,"Goa suspends registration of Ola Electric scooters after complaints about ‘service support, repair delays’"
4314,A five-foot-tall girl puts her INSAS rifle down. And history is made
4315,"Guru Nanak Jayanti 2025 Stock Market Holiday: Are NSE and BSE open or closed today, November 5 (Wednesday)?"
4316,Alarm bells as Meghalaya river known for its pristine waters turns murky
4317,‘He went to Sudan for better pay’: Family of abducted Odisha man seeks govt help
4318,"Guru Nanak Jayanti/Kartika Purnima Bank Holiday Today: Are banks open or closed on Wednesday, November 5? Check city-wise list"
4319,"Building strategic ties with India, terror a threat to both: Israel FM"
4320,Not opposed to creation of new structures: IAF Chief
4321,"India, Israel ink pact on defence cooperation"
4322,"Exclusive: After setback in Supreme Court, Rural Ministry tells PMO it may consider MGNREGS resumption in West Bengal"
4323,"Many states in difficulty due to freebies, high committed expenditure, says FM Sitharaman"
4324,"‘Ready for any kind of polls,’ Tripura CM Saha says after Supreme Court denies more time to hold TTAADC village committee elections"
4325,Wife of doctor who prescribed cough syrup linked to Madhya Pradesh deaths arrested — ‘took 27% commission’
4326,Upheaval seen in neighbouring countries ‘can never happen in India’: Kiren Rijiju
4327,"7 killed, several injured in Bilaspur train accident. All you need to know"
4328,"Sepak Takraw Federation chief, international referee killed after tanker hits their car in Goa"
4329,"NPP, Tipra Motha, People’s Party to form united Northeast party to ‘speak in one voice’"
4330,Stop wildlife imports to India until proper checks in place: CITES report
4331,"5 stories you must read today, November 04: From Mehli Mistry’s caveat against removal from Tata Trusts to PhysicsWallah’s ad controversy and more"
4332,"Bilaspur Train Accident News Live Updates: Trains cancelled, probe launched after derailment kills 8"
4333,Private schools can’t oppose govt just because of their status: Rajasthan education minister interview
4334,"8 killed as passenger train collides with goods train in Bilaspur, coach being cut to remove trapped"
4335,"‘Green bonus’ for Himalayan states, ecological value evaluation changes: Ex-bureaucrats’ proposal amid disasters"
4336,"Exclusive: Stretch of deadly collision near Hyderabad at centre of NGT case, expansion stuck for years"
4337,Central forces gun down 4 Kuki militants in Manipur’s Churachandpur
4338,"‘People from Mithila, Koshi need not go to Patna, Delhi for treatment’: Amit Shah’s promise in Bihar if NDA retains power"
4339,"TVS-50 trail, stolen iPhone tip-off and 36-hour manhunt: Police arrest Coimbatore rape accused after shootout"
4340,"Top News Headlines of November 4, 2025 | Trump says SNAP benefits to resume only after US government reopens"
4341,"Gold Today Rate, November 4: Check 18, 22 and 24 carat gold prices Chennai, Mumbai, Delhi, Kolkata and other cities"
4342,"‘For God’s sake, move the files’: Farooq Abdullah accuses L-G of delaying government work in J-K"
4343,"Physics Wallah ad showing 6 Scorpios driving through Gulmarg forest sparks outrage, FIR filed"
4344,"CM says Madhya Pradesh facing financial loss due to Centre’s ‘inadequate reimbursement’, seeks shift to centralised grain procurement"
4345,"Months after tunnel collapse killed 8 workers, Telangana CM Revanth Reddy says will complete project"
4346,"Day after meeting with 44 parties, Stalin’s DMK moves Supreme Court against SIR"
4347,Found myself waist-deep in gravel’: Woman’s narrow escape in deadly bus accident near Hyderabad
4348,Bengaluru’s Museum of Art and Photography shines a light on figures from the supporting cast of Indian myth
4349,"UAE to have India House, set to declare yoga a competitive sport"
4350,India and Bahrain to cooperate on fighting terrorism
4351,"Bihar Assembly Elections: Tejashwi trying to hide Lalu’s ‘sins’, says PM Modi"
4352,"Drums, flowers: Rousing welcome for Omar Abdullah in Jammu after first Darbar Move in 4 years"
4353,Israel’s Foreign Minister to meet Jaishankar today
